Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
27539,0,0.091236186,43,0,321,NA,8,0,0,0,3
27540,0,0.308671504,50,1,0.452192067,4789,11,0,2,0,6
27541,0,0.232883596,58,1,0.032220114,68000,8,0,1,0,3
27542,0,0.808671859,51,0,0.368233536,8700,5,0,2,0,2
27543,0,0.001699958,50,0,0.000175177,11416,6,0,0,0,2
27544,0,0.074519355,55,0,3538,NA,14,0,3,0,0
27545,0,0.278795669,64,0,0.62437752,4216,10,0,1,0,1
27546,0,0.012041422,70,0,528,NA,8,0,1,0,0
27547,0,0.01498193,83,0,12,NA,8,0,0,0,1
27548,0,0.9999999,24,0,150,NA,0,0,0,0,0
27549,0,0,50,0,0,4500,4,0,0,0,1
27550,0,0.841539161,30,1,0.07848038,4000,2,0,0,1,1
27551,0,0.337652988,59,0,0.183697678,5900,7,0,2,0,0
27552,0,0.811934901,49,0,0.01139943,20000,1,0,0,0,5
27553,0,0.042472893,49,0,0.379745884,13300,15,0,2,0,1
27554,0,0.048980415,41,0,1883,NA,15,0,2,0,0
27555,0,0.491030568,57,1,0.577279202,5615,18,0,1,0,2
27556,0,0.636595797,33,0,1.494520548,2189,5,0,1,0,0
27557,0,0.914126417,54,0,2141,NA,6,0,1,0,2
27558,0,0.00499987,46,0,0.264867566,2000,11,0,1,0,1
27559,0,0.370908325,45,0,0.443358921,4298,9,0,1,0,1
27560,0,0,30,0,0.107692308,3379,4,0,0,0,0
27561,0,0.239117439,61,0,0.309842749,3433,9,0,1,0,0
27562,0,0.08248219,49,1,0.325708061,2753,11,0,1,0,0
27563,0,0.012432235,89,0,0.005748563,4000,7,0,0,0,0
27564,1,1.396226415,37,3,3506,NA,10,4,2,4,4
27565,0,0.180705681,50,0,0.477686541,2800,3,0,1,0,2
27566,0,0.257037513,43,0,0.484598854,5583,16,0,2,0,0
27567,1,0.978185784,36,0,0.464958553,2653,5,0,0,1,1
27568,0,0.383866481,39,0,239,NA,2,0,0,0,0
27569,0,0.008549573,64,0,741,NA,8,0,0,0,0
27570,0,0.117854419,44,0,0.441168931,3900,26,0,1,0,0
27571,0,0.4527656,42,0,0.418805217,4753,8,0,1,0,3
27572,0,0.987817492,29,0,2696,NA,5,0,2,0,0
27573,0,0.022461747,58,0,0.198768781,9583,10,0,2,0,0
27574,0,0.883550944,44,0,0.343670491,20830,15,0,2,0,3
27575,0,0.276844799,43,0,0.456916667,11999,11,0,3,0,2
27576,0,0.031299218,58,0,3592,NA,13,0,1,0,0
27577,0,0.028064013,62,0,0.147071077,12000,7,0,2,0,2
27578,0,0.072573354,38,1,79,NA,7,0,0,0,0
27579,0,0.111214168,41,3,1.351099267,1500,14,0,1,0,0
27580,0,0.346379648,50,0,0.236690891,11833,10,0,2,0,1
27581,0,0.321893372,28,0,0.302969703,10000,13,0,2,0,2
27582,0,0.552423979,66,0,0.738630685,2000,15,1,0,1,0
27583,0,0.52645984,63,0,0.337765081,9100,14,0,1,0,0
27584,1,0.101034521,63,0,0.691318838,6300,19,0,4,0,1
27585,0,0.548361548,53,0,0.368415627,9700,14,0,3,0,0
27586,0,0.128388272,70,0,0.123600973,4109,3,0,0,0,0
27587,0,0.634397626,65,0,0.64490787,7000,18,0,3,0,0
27588,0,0.242714339,46,0,0.196960608,5000,12,0,1,0,3
27589,0,0.104561865,62,0,0.278428094,4783,16,0,1,0,0
27590,0,0.477347482,49,0,0.341397329,10333,15,0,2,0,0
27591,0,0.082792571,47,2,0.223367698,6983,16,0,1,0,1
27592,0,0,80,0,0,3311,7,0,0,0,0
27593,0,0.343477203,44,0,0.607541605,4746,11,0,1,0,0
27594,0,0.317683498,61,0,2500,NA,18,0,2,0,0
27595,0,0.883839186,66,1,1.487347295,4583,25,1,3,0,0
27596,0,0.010346465,56,0,0.005554321,4500,11,0,0,0,0
27597,0,0.042009598,70,0,0.148170366,5000,4,0,1,0,0
27598,0,0.022419131,65,0,18,NA,4,0,0,0,0
27599,0,0.081173287,44,0,0.410585287,6782,8,0,2,0,0
27600,0,0.006046135,61,0,0.455007893,5700,9,0,2,0,2
27601,0,0.617935283,44,0,1.160007647,5230,9,0,3,0,0
27602,0,0.631410541,48,1,0.29130626,6820,4,1,1,0,2
27603,0,0.007532831,85,0,0.000479923,6250,3,0,0,0,0
27604,0,0.202389881,42,0,4.698773285,2200,19,0,10,0,3
27605,0,0,70,0,0,NA,2,0,0,0,0
27606,0,0.120879121,23,0,0.003329634,900,2,0,0,0,0
27607,0,0.042716463,93,0,58,NA,5,0,0,0,0
27608,1,1.079607415,46,4,0.127104655,3028,9,1,0,0,4
27609,0,0.751673614,36,0,0.171686747,5311,5,0,0,0,3
27610,0,0.5249501,25,0,0.005380477,1300,1,0,0,0,0
27611,0,0.342566838,37,0,0.955217913,2500,5,0,1,0,0
27612,0,0.010392966,89,0,10,NA,7,0,0,0,NA
27613,0,0.130434783,27,0,0.177793645,2800,2,0,0,0,1
27614,0,0.001899905,48,0,4201,NA,14,0,3,0,0
27615,0,0.492502499,52,0,0.22354717,6624,5,0,1,0,3
27616,0,0.002749931,82,0,0.312767781,3500,8,0,1,0,0
27617,0,0.434829661,30,2,0.309738052,5000,13,0,1,0,0
27618,0,0.059972821,41,0,0.183244163,8223,6,0,1,0,0
27619,0,0.9999999,29,0,0.016151361,2166,0,0,0,0,1
27620,0,0.088407443,45,0,0.28314316,8500,12,0,1,0,3
27621,0,0.204753481,32,0,0.015796841,5000,3,0,0,0,3
27622,0,0.037563207,81,2,0.276769912,4519,9,0,1,0,0
27623,1,0.550426345,79,0,0.005168436,10834,2,1,0,0,0
27624,0,0.948481353,66,0,123,NA,6,1,0,0,0
27625,0,0.009677211,45,0,30,NA,7,0,0,0,0
27626,0,0.007499464,38,0,936,NA,12,0,1,0,0
27627,0,0.399198405,57,0,0.223815782,17500,16,0,2,0,0
27628,0,0.008443819,28,0,0.055762082,7800,5,0,0,0,0
27629,0,0.089683316,39,0,0.38036957,8333,17,0,1,0,0
27630,0,0.097379118,60,0,0.265380313,7151,7,0,2,0,0
27631,0,0.012571265,44,0,0.20089955,2000,23,0,0,0,0
27632,0,0.170775942,34,0,0.299376122,11700,7,0,2,0,2
27633,0,0.060280513,36,1,0.911439981,4256,12,0,5,0,0
27634,0,0.172774733,54,0,0.259069191,5650,8,0,2,0,0
27635,0,0.023655791,44,1,0.009471192,3800,4,0,0,0,1
27636,0,0.021388146,38,0,0.161167167,11000,8,0,2,0,4
27637,0,0.738280382,31,0,1.771554091,1820,10,0,1,0,2
27638,0,0.075371162,56,2,0.549626763,7233,11,0,2,0,1
27639,0,0.004665607,55,1,0.220691383,7983,19,0,2,0,0
27640,0,0,80,0,0.154563624,3001,2,0,1,0,0
27641,0,0.04258719,65,0,0.0244,4999,14,0,0,0,0
27642,0,1.472351765,36,0,0.187415557,5180,4,2,0,0,3
27643,0,0.437447082,36,0,0.177291135,6666,10,0,0,0,0
27644,0,0.016924198,67,0,84,NA,11,0,0,0,0
27645,0,0.514167083,46,0,0.746997078,9240,15,0,4,0,2
27646,0,0.568102621,37,0,0.151588944,8212,11,0,0,0,2
27647,0,0.946669899,46,0,1105,NA,4,0,0,0,0
27648,0,0.402966155,58,0,0.34350663,4750,11,0,1,0,1
27649,0,0.586882623,28,0,88,NA,1,0,0,0,0
27650,0,0.137565352,57,0,0.048412632,12000,12,0,0,0,0
27651,0,0.150269224,46,0,0.20122812,14167,14,0,2,0,2
27652,0,0.2342448,31,0,0.173132798,5850,14,0,0,0,1
27653,0,0.015128544,61,0,0.367916303,9175,10,0,2,0,1
27654,0,0.717131474,33,2,0.161654135,5053,4,0,0,0,2
27655,0,0.815755456,51,0,0.417335194,5733,12,0,1,0,0
27656,0,0.332737639,69,0,0.292501164,2146,5,0,0,0,0
27657,0,0.227917361,48,0,0.539642482,4754,5,0,2,0,3
27658,0,0,51,0,1325,NA,3,0,1,0,0
27659,0,0.106602516,31,0,0.374814307,8750,8,0,1,0,2
27660,0,0.022237566,59,0,2093,NA,8,0,1,0,NA
27661,0,0.288600386,80,0,1022,NA,4,0,1,0,0
27662,0,3.324786325,45,0,1666,NA,6,0,1,0,0
27663,0,0.032032726,43,0,0.017997,6000,5,0,0,0,1
27664,0,0.145703651,50,0,0.346331709,8000,16,0,1,0,0
27665,0,0.011039117,24,0,4,0,1,0,0,0,0
27666,0,0.845975829,67,0,0.880122558,2610,7,0,3,0,0
27667,0,0.349475847,54,1,0.331784668,9900,11,0,1,0,2
27668,0,0.015226912,88,0,0.058397571,4280,9,0,1,0,0
27669,0,0.017653167,41,0,0.326697892,7685,6,0,2,0,2
27670,0,0,68,1,0.14981306,11500,12,0,2,0,0
27671,0,0.788772679,50,0,0.753589141,3830,8,0,2,0,2
27672,0,0.079560389,52,0,0.270353026,11103,7,0,1,0,2
27673,0,0.112303263,54,0,0.400530504,4900,10,0,1,0,4
27674,0,0.047676186,43,0,0.002164209,7392,3,0,0,0,0
27675,0,0.232710609,48,2,0.092323894,8545,8,0,0,1,2
27676,0,0.951836409,45,0,0.560858552,7500,15,0,2,0,1
27677,0,0.083180278,73,0,0.21048246,12000,9,0,4,0,1
27678,0,0.582558038,34,0,0.224205641,2800,7,0,0,0,2
27679,0,0.009094128,43,0,0.177823471,13130,48,0,2,0,0
27680,0,0.587657206,40,2,0.404337556,4656,5,0,1,0,3
27681,0,0.02083555,64,0,0.214162162,9249,10,0,2,0,1
27682,0,0.026842911,58,0,0.298047498,23200,10,0,2,0,1
27683,1,0.967387975,80,0,1.715938979,1900,16,0,2,0,1
27684,0,0.261145462,50,0,0.53060302,11060,10,0,4,0,1
27685,0,0.066888146,60,0,0.025567776,7000,6,0,0,0,0
27686,0,0.327067293,46,0,0.341582302,8000,4,0,1,0,0
27687,0,0.066683809,78,0,70,NA,5,0,0,0,0
27688,0,0.132579408,62,0,0.400196726,14232,6,0,2,0,0
27689,0,0.007524812,50,0,0.741275866,8166,7,0,3,0,1
27690,0,0.008752851,41,0,0.431313737,5000,5,0,2,0,2
27691,1,0.9999999,68,1,0.786108919,1266,4,0,3,1,0
27692,0,0.274750302,64,0,553,NA,5,0,0,0,0
27693,0,0.725967001,67,0,0.302315609,9327,6,0,2,0,1
27694,0,0.597261749,61,0,0.095484086,6000,10,0,0,1,0
27695,0,0.332458842,34,0,0.37465014,2500,5,0,1,0,2
27696,0,0.097306418,39,0,0.392063681,8416,5,0,1,0,3
27697,0,0.015588614,53,0,0.00579884,5000,8,0,0,0,0
27698,0,0.075639885,49,0,0.723087654,4300,11,0,1,0,0
27699,0,0.071066515,70,0,0.117952266,2890,3,0,1,0,0
27700,0,0.026617503,63,0,99,NA,8,0,1,0,1
27701,0,0.004230356,39,0,0.146094878,9000,15,0,1,0,3
27702,0,0,75,0,0,10500,4,0,0,0,0
27703,0,0.072951782,68,0,0.086286138,6744,4,0,1,0,0
27704,0,0.844402706,34,0,0.225318312,15000,9,0,1,0,1
27705,0,0.003580026,40,0,0.000230521,4337,2,0,0,0,0
27706,0,0.054591103,41,0,0.334940174,11616,15,0,3,0,0
27707,0,0.043109195,50,0,0.074347039,7733,7,0,0,0,0
27708,0,0.9999999,59,0,0,14550,3,0,0,0,0
27709,0,0.513486513,23,0,27,0,3,0,0,0,0
27710,0,0.788303503,36,0,0.367151047,7500,7,0,1,0,1
27711,0,0.159051273,28,0,899,0,6,0,1,0,0
27712,0,0.045356063,67,0,0.013410818,4473,4,0,0,0,0
27713,0,0.330950826,40,0,0.460378623,5968,8,0,2,0,2
27714,0,0.890110989,41,0,0.220677857,9352,7,0,2,0,1
27715,0,0.073998391,62,0,0.270454924,6000,9,0,2,0,0
27716,0,0.69823561,33,0,0.554289142,5000,15,0,2,0,1
27717,0,0.718490829,73,3,2406,NA,22,0,1,0,0
27718,0,0,28,0,438,NA,4,0,0,1,0
27719,0,0,35,0,0.215997461,6300,6,0,1,0,3
27720,0,0.374232253,31,0,0.262931034,6727,4,0,1,0,1
27721,0,1.057061341,55,0,0.023210291,3575,3,0,0,0,0
27722,0,0.775420977,51,0,0.474924012,3947,10,0,1,0,2
27723,0,0.510535296,42,0,0.343519494,1897,7,0,0,0,3
27724,0,0.290284674,68,0,0.230471191,8000,10,0,1,0,1
27725,0,0.300849575,77,0,0.004329004,4157,3,0,0,0,1
27726,0,0.021805342,58,0,0.029371329,8000,7,0,0,0,0
27727,0,0.142738779,47,0,0.367907261,4916,8,0,1,0,2
27728,0,0.342280412,49,0,0.182587294,6500,9,0,0,0,2
27729,0,0.214774334,57,0,0.425141147,14700,17,0,3,0,2
27730,1,0.604060914,39,0,0.147104367,3228,6,1,0,0,3
27731,0,0.527396347,55,0,0.242732148,10628,5,0,1,0,0
27732,0,0.016101738,53,0,0.430861179,3680,7,0,1,0,1
27733,0,0.162213639,38,0,0.030312599,3166,3,0,0,0,3
27734,0,0.827780063,56,0,0.293633975,11796,10,0,0,0,1
27735,0,0.330966973,37,0,1.011661808,2400,13,0,0,0,3
27736,0,0.845163733,58,0,0.70302204,4400,12,0,1,0,1
27737,0,0.174177655,42,0,0.257285595,1200,7,0,0,0,0
27738,0,0.500039059,51,0,0.232044199,3800,6,0,0,0,0
27739,0,0.738331939,58,0,1.175079249,4100,12,0,3,0,1
27740,0,0.90233321,46,3,2.676664667,1666,14,0,1,0,3
27741,0,0.169060233,53,0,0.295269618,7250,8,0,1,0,2
27742,0,0.479143884,28,0,0.749606918,2543,9,0,2,2,0
27743,0,0.109677715,61,0,0.239643727,11900,6,0,1,0,0
27744,0,0.139638238,58,0,0.018195896,5165,2,0,0,0,2
27745,0,0.012499702,64,0,0.052926276,7500,14,0,0,0,1
27746,0,0.02874375,46,0,0.386835279,3083,16,0,1,0,2
27747,0,0.031612912,39,0,0.310336208,8000,24,0,2,0,2
27748,0,0.9999999,51,0,0.039368544,5130,4,1,0,0,0
27749,0,0.014756024,32,0,2.14985015,1000,5,0,1,0,0
27750,0,0.081970402,54,0,0.311981648,11333,19,0,1,0,2
27751,0,0.52841993,60,0,0.240646613,12000,8,0,1,0,1
27752,0,0.925749959,55,0,0.922963587,4750,9,0,2,1,1
27753,1,0.9999999,35,1,0.107934055,3881,1,1,0,0,1
27754,0,0.351436412,30,0,0.122886748,5500,10,0,0,0,0
27755,0,0.253119195,43,1,0.163255741,6400,8,0,0,0,1
27756,0,0.103752336,53,0,0.304674255,4128,10,0,2,0,0
27757,0,0.056659921,25,0,0.012256669,2773,3,0,0,0,0
27758,0,0.130437075,42,0,3864,NA,8,0,1,0,0
27759,0,0.9999999,51,0,0.683038063,5700,8,0,2,0,1
27760,0,0.035821073,54,0,0.228049265,7550,7,0,1,0,0
27761,0,0.342879026,62,0,2048,NA,10,0,3,0,0
27762,0,0.278828071,38,0,0.752055099,4500,13,0,1,0,2
27763,0,0.08328442,68,0,0.897120576,3333,24,0,2,0,0
27764,0,0.204412295,42,0,0.50010636,4700,6,0,2,0,2
27765,0,0.9999999,24,0,0,NA,0,0,0,0,NA
27766,0,0.02419879,48,0,0.190258534,7000,6,0,1,0,2
27767,0,0,76,0,870,NA,6,1,1,0,NA
27768,0,0,61,0,0.29463171,800,6,0,0,0,0
27769,0,0.032705343,63,0,0.269432642,4000,7,0,0,0,1
27770,1,0.9999999,49,0,0,3937,0,1,0,0,2
27771,0,0.001949903,76,0,0.101918465,2501,4,0,0,0,1
27772,0,0.286358141,61,0,0.38278646,13500,8,0,2,0,0
27773,0,0.153081808,75,0,0.229332669,4015,6,0,1,0,1
27774,0,0.643975356,41,0,0.250826641,6350,11,0,1,0,1
27775,0,0.046164607,59,0,0.274465692,5333,9,0,2,0,1
27776,0,0.64197413,39,1,0.74327957,2975,4,0,1,0,3
27777,0,0.007784315,49,0,473,NA,10,0,1,0,0
27778,0,0.555648922,44,0,0.435011816,5500,8,0,1,0,2
27779,0,7696,55,0,0.178210764,8416,3,0,1,0,0
27780,0,0.064170206,44,0,0.03029385,3300,5,0,0,0,3
27781,0,0.007249799,83,0,7,NA,5,0,0,0,0
27782,0,0.002201516,54,0,0.153310105,6600,11,0,1,0,0
27783,0,0.565524091,69,0,0.374284416,11004,14,0,2,0,0
27784,0,0,58,0,0.091181764,3333,6,0,0,0,6
27785,0,0.04715346,70,0,0.005165806,6000,6,0,0,0,0
27786,0,0.9999999,22,0,0,936,0,0,0,0,0
27787,0,0.580930956,48,0,1.020478206,8740,11,0,3,0,2
27788,0,0.281390195,58,1,0.079633377,8400,4,2,0,0,0
27789,0,0,58,0,0,NA,2,0,0,0,NA
27790,0,0.040135446,53,0,0.25093413,18733,17,0,8,0,3
27791,0,0.259168151,59,0,0.377480388,6500,10,0,1,0,0
27792,1,0,54,0,0.378419891,10416,11,0,2,0,2
27793,0,0.175120622,42,0,0.532761015,7920,13,0,2,0,3
27794,0,0.109023443,61,0,1344,NA,9,0,1,0,0
27795,0,0.065973351,63,0,0.246289864,9500,7,0,2,0,1
27796,0,0.423593414,35,0,0.411294353,2000,9,0,0,0,1
27797,0,0.9999999,27,0,0,2000,0,0,0,0,0
27798,0,0.55521479,56,0,0.168011682,13010,8,0,3,0,3
27799,0,0.604501907,31,2,0.715634546,3600,6,0,1,0,1
27800,0,0.02324172,61,0,0.003718674,6184,2,0,0,0,0
27801,0,0.040739232,47,0,1249,NA,8,0,1,0,2
27802,0,0,46,0,0.15359616,40000,5,0,1,0,2
27803,0,0.595310057,63,1,0.767096522,2558,15,0,1,0,0
27804,1,0.544293656,64,1,0.546892039,1833,11,0,0,0,0
27805,0,0.444079155,61,0,0.761633615,5092,18,0,1,0,0
27806,0,0.9999999,47,0,0.190374123,5131,7,1,0,0,0
27807,0,0.267279075,68,0,2383,NA,8,0,1,0,0
27808,0,0.153736031,62,1,2297,NA,11,0,2,0,0
27809,0,0.069866467,34,0,0.629592602,4000,18,0,1,0,0
27810,0,0.339317694,64,0,0.446637196,6333,14,0,2,0,0
27811,0,0.068451735,59,0,0.356017356,4378,12,0,1,0,0
27812,0,0.01925807,88,0,0.125446322,4200,2,0,1,0,0
27813,0,1.213786214,27,0,0.207669108,2320,3,0,0,1,3
27814,0,0.996365289,40,1,0.153339605,2125,3,0,0,0,3
27815,0,0.117915961,56,0,0.317410139,17081,11,0,2,0,2
27816,0,0.343069405,65,0,0.17159519,19376,8,0,2,0,0
27817,0,0.624274842,37,0,0.815606776,3600,7,0,1,0,2
27818,0,0.9999999,47,0,0.429319372,3628,7,0,1,0,4
27819,0,0.905118602,41,2,0.218593802,3000,4,1,0,0,0
27820,0,0.416239479,47,0,0.6760732,5846,14,0,3,0,2
27821,0,0.047410805,59,0,317,NA,7,0,0,0,0
27822,0,0.043615446,64,0,0.186887303,12750,6,0,2,0,0
27823,0,0.186299478,55,0,0.450637341,4000,5,0,0,0,0
27824,0,0,29,0,0.731836607,3206,6,0,1,0,2
27825,0,0.048718051,65,2,0.146699267,1635,5,0,0,0,1
27826,0,0.196849879,27,0,2.225433526,864,9,0,1,0,0
27827,1,0.9999999,64,0,0.280532939,1350,1,0,0,1,0
27828,1,0.025766243,69,0,1.029385035,3300,9,1,3,0,0
27829,0,0.301180601,39,0,0.373925215,5000,11,0,2,0,1
27830,0,0.281752708,48,0,0.117010816,8135,7,0,0,0,1
27831,0,0.038729544,34,0,0.217565203,12000,7,0,2,0,0
27832,0,0.768174317,61,1,0.419950579,7688,18,0,2,0,1
27833,0,0.055608109,64,0,0.242534793,7400,17,0,1,0,1
27834,0,0.04793314,40,0,0.458165158,9166,5,0,2,0,1
27835,0,0.030461574,57,0,0.482282847,6377,6,0,3,0,1
27836,0,0.033980809,73,0,0.029077692,2200,13,0,0,0,0
27837,0,0.016124597,56,0,0.085919184,7250,7,0,1,0,0
27838,0,0.00447257,66,0,3264,NA,16,0,1,0,0
27839,0,0.027984082,59,0,2240,NA,17,0,1,0,0
27840,0,0.026031418,40,0,0.185507587,8500,13,0,2,0,0
27841,0,0.990786429,52,0,0.243195786,6833,5,0,0,0,0
27842,0,0.002376415,67,0,0.189315303,10500,8,0,1,0,0
27843,0,0.609560994,46,4,0.282960954,14008,7,0,1,0,2
27844,0,0.44874205,32,0,0.080729637,5536,5,0,0,0,1
27845,0,0.296800421,56,1,0.264602441,14500,10,0,2,1,3
27846,0,0.004084933,46,0,0.322855464,3403,4,0,1,0,0
27847,0,0.177265721,38,0,0.586126052,7250,5,0,1,0,0
27848,1,0.484648087,69,4,0.021958243,8333,7,3,1,1,0
27849,0,0.234557428,54,0,0.649878804,7425,20,0,2,0,2
27850,0,0.874446508,49,1,0.175397522,10250,6,0,1,0,0
27851,0,0.038473009,78,0,65,NA,5,0,0,0,0
27852,0,0.478622083,72,0,0.747679124,4200,11,0,1,0,0
27853,0,0.312530448,46,0,1.196078431,2600,9,0,2,0,0
27854,0,0.021488275,63,0,0.002699865,6666,5,0,0,0,0
27855,0,0.001135322,74,0,0.129350556,5573,6,0,1,0,1
27856,0,0.162313902,90,0,173,NA,5,0,0,0,0
27857,0,0.128161889,62,0,0.468453155,10000,14,0,1,0,3
27858,0,0.183106438,58,0,0.371828521,8000,8,0,2,0,2
27859,0,0.587858692,44,0,0.51070091,7475,24,0,2,0,3
27860,0,0.074122966,74,0,0.486915147,2521,4,0,1,0,0
27861,0,0.302066899,41,0,0.371086707,6100,11,0,1,0,2
27862,0,0.369087095,58,0,0.436412717,3333,9,0,2,0,0
27863,0,0.102461962,66,0,0.218550107,3751,10,0,1,0,1
27864,0,0.182309393,45,0,0.462218804,5200,10,0,2,0,2
27865,0,0.140864402,72,0,0.479631053,1300,9,0,1,0,0
27866,0,0.157727886,56,1,0.194236489,9750,15,0,2,1,3
27867,0,0.060513318,60,0,0.158841348,5281,7,0,1,0,0
27868,0,0.9999999,38,0,0.00893504,4140,0,0,0,0,2
27869,0,0.00767604,81,0,0.308492201,7500,9,0,1,0,0
27870,0,0.387331791,36,0,406,NA,4,0,0,0,0
27871,0,0.241776194,47,0,0.054744914,9388,5,0,0,0,2
27872,0,0.044887642,57,0,0.023488256,2000,2,0,0,0,0
27873,1,0.874364775,40,0,0.345722483,7667,6,0,1,0,2
27874,0,0.444669085,69,0,2733,NA,21,0,2,0,0
27875,0,0.225546794,53,0,8013,NA,14,0,4,0,2
27876,0,0.726605692,45,0,0.288354139,12175,6,0,1,1,2
27877,0,0.083993001,27,0,0.007405579,4050,3,0,0,0,0
27878,0,0.865567216,40,0,0.496751624,2000,4,0,1,0,1
27879,0,0.020789561,70,0,0.006895332,5655,7,0,0,0,0
27880,0,0.375894653,43,1,0.324061449,11000,12,0,1,0,3
27881,0,0.008009737,87,0,0.217963673,6000,11,0,1,0,0
27882,0,0.313874968,50,0,0.338989236,5480,16,0,0,0,1
27883,0,0.003722119,50,0,0.923845194,800,5,0,1,0,0
27884,0,0.490194337,68,0,0.550603915,2400,11,0,0,0,0
27885,0,0.026729697,72,0,26,NA,8,0,0,0,NA
27886,0,0.099174449,38,0,0.523499049,3680,12,0,1,0,2
27887,1,0.9999999,39,0,0.246419817,7750,1,1,1,1,2
27888,0,0.102697249,45,0,1433,NA,12,0,2,0,0
27889,0,0.074170448,54,0,0.555920583,7000,11,0,1,0,0
27890,0,0.041658074,46,0,0.246845989,4200,8,0,1,0,1
27891,0,0.031926819,52,0,0.004772727,4399,2,0,0,0,2
27892,0,0.576000476,50,0,0.328139322,12000,7,0,1,0,2
27893,0,0,59,0,0,NA,2,0,0,0,0
27894,0,0.009802441,62,0,0.003954034,8092,12,0,0,0,0
27895,0,0.02849715,63,0,0.137823372,2241,2,0,0,0,0
27896,0,0.039288559,42,0,0.504885253,4400,4,0,1,0,2
27897,0,0.030375179,46,0,0.874041986,3000,19,0,1,0,2
27898,0,0.241233061,34,0,0.436912617,5000,11,0,2,0,0
27899,0,0.025614209,61,0,0.166715672,3400,4,0,1,0,0
27900,0,0.001053741,45,0,0.221170511,7500,6,0,1,0,1
27901,1,0.9999999,44,0,5358,NA,7,0,2,0,1
27902,0,0.267997119,34,0,0.564833872,3400,10,0,1,0,0
27903,0,0.021047118,54,0,0.357685642,7500,13,0,1,0,0
27904,0,0.9999999,31,0,0.108396947,2619,5,0,0,0,1
27905,0,0,78,0,0.432311978,8974,20,0,3,0,0
27906,0,0.461766151,60,0,1284,NA,11,0,0,0,0
27907,0,0.9999999,48,2,761,NA,3,2,1,0,2
27908,0,0.787799212,78,0,0.283053158,2200,6,0,0,0,0
27909,0,0.417873775,61,0,0.200549451,2183,3,0,0,0,0
27910,0,0.02709729,46,0,0.361374258,7916,10,0,2,0,0
27911,0,0.038454642,56,0,0.147285271,10000,7,0,2,0,3
27912,0,0.9999999,58,0,0.849537616,4000,6,1,1,0,1
27913,0,0.9999999,30,1,0.244186047,1375,1,1,0,0,1
27914,0,0.455735799,49,2,3779,NA,12,0,1,0,0
27915,0,0.231488398,60,0,0.381858903,6250,11,0,1,0,0
27916,0,0.09354768,57,1,0.421326294,12500,12,0,4,0,0
27917,0,0.126064736,52,0,1047,NA,3,0,1,0,0
27918,1,1.058793853,41,0,0.351328192,3500,11,0,0,0,0
27919,0,0.772015199,36,0,0.236470441,8000,9,0,0,0,1
27920,0,0,29,0,0.474470735,4817,7,0,2,0,2
27921,0,0.854762566,51,1,0.120725285,15000,4,0,0,0,2
27922,0,0,91,0,0,NA,5,0,0,0,0
27923,0,0.528843991,53,0,0.491451922,11990,15,0,3,0,3
27924,0,0.420583981,52,0,0.533064375,5700,18,0,1,0,1
27925,0,0.486907602,66,0,0.440868081,4100,13,0,1,0,1
27926,0,0.472021119,30,1,2847,NA,10,0,1,0,NA
27927,0,0.020468425,56,0,0.373064385,4907,6,0,1,0,3
27928,1,0.002707016,55,1,439,NA,14,0,0,0,NA
27929,0,0.045853743,49,0,0.674188079,7666,12,0,2,0,0
27930,0,0.066794576,37,0,2128,NA,8,0,3,0,0
27931,1,0.107375815,50,1,562,NA,7,0,0,0,2
27932,0,0.9999999,24,0,0.017262213,5792,0,0,0,0,0
27933,0,0.034614993,52,0,0.180293501,11447,12,0,2,0,2
27934,0,0.776630976,76,0,0.804575786,2097,7,0,1,0,0
27935,0,0.066380862,57,0,1540,NA,9,0,1,0,1
27936,0,0.632615876,64,0,0.629939429,10400,18,0,1,0,1
27937,0,0.216926102,53,0,0.110453042,13000,3,0,0,0,1
27938,0,0.054681804,40,0,1.433826469,2500,5,0,2,0,3
27939,0,0.843649285,47,0,0.379033916,4864,5,0,0,0,0
27940,0,0.282612422,62,0,0.513976739,4900,16,0,1,0,0
27941,0,0.225451223,56,0,0.183715107,10782,13,0,1,0,2
27942,0,0.829626607,31,0,0.218130922,4643,5,1,0,3,2
27943,0,0.00159996,47,0,0.135623287,6200,4,0,1,0,1
27944,0,0.055887853,64,0,0.423086153,8333,9,0,1,0,1
27945,0,0.428165456,31,1,0.608848315,2847,7,0,1,0,0
27946,0,0.049475262,44,0,0.128603104,7666,10,0,0,0,0
27947,0,0.352616946,46,0,1819.5,1,7,0,2,0,0
27948,0,0.005539889,80,1,0.186897306,10058,12,0,2,0,0
27949,0,0.284248599,48,1,0.735710715,6000,16,0,2,0,0
27950,0,0,83,0,45,NA,4,0,0,0,NA
27951,0,0.916443916,31,0,0.423192269,3000,8,0,0,0,1
27952,0,0.523375059,48,2,8370,NA,8,1,1,0,0
27953,0,0.380688124,60,1,0.165629169,4497,4,1,0,1,0
27954,0,0.384786312,26,0,0.053525641,6239,4,0,0,0,0
27955,1,1.116601888,23,2,0.037785016,1534,3,0,0,0,0
27956,0,0.095035147,61,0,1.057535784,3562,13,0,3,0,0
